path,label,label_name,source,surface,parent_group,component_id,sha256,split
dataset/sdnet2018/Decks/Cracked/7006-115.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,f752101e2cee1be3a4a17b8eb37e9885af8dc7543b72b69db51bbc9eadd9cac9,test
dataset/sdnet2018/Decks/Cracked/7006-133.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,d9a5b22231fce51f3cef60a5b1e80229571d9ab7b6c16f2238170078741cbe98,test
dataset/sdnet2018/Decks/Cracked/7006-134.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,e15978d37ce8fef134555d014a40aef8723952bda22421d214b0d38ea264ca96,test
dataset/sdnet2018/Decks/Cracked/7006-138.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,5d4918506e17992ad62fcde33b8d2d408e5b02a67ccaa346bb83db7969e1ef30,test
dataset/sdnet2018/Decks/Cracked/7006-139.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,ee5b92ecb745c60935cac65a0c641344c8e211b88b5265a155821f489792a5d9,test
dataset/sdnet2018/Decks/Cracked/7006-140.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,50245d5ef5c2baec12d08b0b34a197a7bffe50d747cca4758b881fe6d0a702f9,test
dataset/sdnet2018/Decks/Cracked/7006-145.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,85eabf4a37ff0a06e638a934e3fef3872251a62e2abdbf5ee3ec995bfb853855,test
dataset/sdnet2018/Decks/Cracked/7006-152.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,bf9dbbcb218a6d0cb066e2e5c2939cb4d28e0b3aa3bf80b73daaefab8a833cf7,test
dataset/sdnet2018/Decks/Cracked/7006-153.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,02d8ae2efbc48df057c6a7e4065a26a6e509f829f1dd7cdcad6b6bf05e17029e,test
dataset/sdnet2018/Decks/Cracked/7006-154.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,b1eb1372c9152c0ae73eb8d4c9218ab5cddb98f21544d2a99bc1fa735ba9a970,test
dataset/sdnet2018/Decks/Cracked/7006-155.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,e2357d33989a684fcdb1da60db52c649abf331f74e8f9d972661c23b73996800,test
dataset/sdnet2018/Decks/Cracked/7006-156.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,abec2546a318d705a3d8533bcef608f4353b9c79c77f784159a0a13597b8e115,test
dataset/sdnet2018/Decks/Cracked/7006-170.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,e97d2304dea7071c3954cfda15204e6abb9a890df43a1af21575b8171d90efc2,test
dataset/sdnet2018/Decks/Cracked/7006-173.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,956fae47ef28dc3a24a06b4ebd953e94c1b0d96dc958b7c72376fa1b8ce54d77,test
dataset/sdnet2018/Decks/Cracked/7006-188.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,5abd52caf4cffa9c7e6b4a6e5535bd549a972d2a46d665a8309899ecb954fbe5,test
dataset/sdnet2018/Decks/Cracked/7006-192.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,b651ef00eb24aa81907554c3ba266fa07776efcf3cd62eb3af2155c481c05ddc,test
dataset/sdnet2018/Decks/Cracked/7006-205.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,75463a44e675aef622d29068b6774142711adffe328e0e37aa15f9ac1637f672,test
dataset/sdnet2018/Decks/Cracked/7006-210.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,35a627411af4b21e645a799bdaf971706c9ff8c3d86765ccb28d55e0b3956863,test
dataset/sdnet2018/Decks/Cracked/7006-212.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,120a04f14d90ef0566920f6dd232644ac6c95c2f6ad18c560657816bbcf296f0,test
dataset/sdnet2018/Decks/Cracked/7006-227.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,239f52e1823a2f7f4ff141db105429a25d5cebbcff8b7d7ed8efdb802d3f65ca,test
dataset/sdnet2018/Decks/Cracked/7006-228.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,65d80f25e6cbf34d1ab34b6c7bc7cfee80e71012183629a9ceacdb59933dd37f,test
dataset/sdnet2018/Decks/Cracked/7006-23.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,5827f5adbb1c630205df5912bfb9f5096391fc311357eb07d76ca23fe5bc16d8,test
dataset/sdnet2018/Decks/Cracked/7006-41.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,ddb172e4b2e0bf5bfaadd0aa438df4e8b90dbbb465589b6f6735ed6f2d436293,test
dataset/sdnet2018/Decks/Cracked/7006-5.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,b01e09126567d66fbf85d983b1f76e2262b2d95dda59cecfa6cfac8478f01e76,test
dataset/sdnet2018/Decks/Cracked/7006-59.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,3e78ada0c66219f1232b2750548495fc29cbdca83ca0eb794a2a200a866c7f92,test
dataset/sdnet2018/Decks/Cracked/7006-6.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,9ae6a621c27c8a0dca7176d43180d613ab3f590223ba595ff3bae11b243c3604,test
dataset/sdnet2018/Decks/Cracked/7006-73.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,67a1b087c87cfc17d7e982a5be3dc05c0dab191794d68829fc5befca05d2f0af,test
dataset/sdnet2018/Decks/Cracked/7006-74.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,b1e18f096acf71b935ed2bd06d8ffd991aeca5887feafb52fa50fab0c5a2e88f,test
dataset/sdnet2018/Decks/Cracked/7006-75.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,3b5b799fb74f305ab78be472a0ab74a322918a1a53202188b207a80a1de4cf38,test
dataset/sdnet2018/Decks/Cracked/7006-76.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,1b1de70eb9dcd02066e24fcf220cc02765774cc2032879076c5a20e432b89cce,test
dataset/sdnet2018/Decks/Cracked/7006-77.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,3c21d27a01a41715f1286d23df39dceaa432e05a7143e26a4b1c28a3650882b0,test
dataset/sdnet2018/Decks/Cracked/7006-78.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,00966856f77dd90bcf6fb07461da3cd9efa8a8e7e9773dfed935bf04a71137f4,test
dataset/sdnet2018/Decks/Cracked/7006-91.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,e2292a7947064c21d7abc46454c21c05a61178088d7e5fe6ca5b1eba6fa43a26,test
dataset/sdnet2018/Decks/Cracked/7006-96.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,a70c88d8139ceb97caa1b48bbb4e81ab4186103bff950aec5af4c2e56af3e16c,test
dataset/sdnet2018/Decks/Cracked/7006-97.jpg,1,cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,a4eef6995991a7a397953325aa32c333f040082b4d8819ae6f035d9f4cd04bbd,test
dataset/sdnet2018/Decks/Non-cracked/7006-1.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,d546936869b2df32b4d3190e2006d960fd12cf19209706ac06f4522cedece6c4,test
dataset/sdnet2018/Decks/Non-cracked/7006-10.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,83c4e875435c094beab485aec4d79e8c1035ea9765568c71e80572dbf0cc57ca,test
dataset/sdnet2018/Decks/Non-cracked/7006-100.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,8533f9a29badd768e9c9d709406a51fed6e2c4a177b1fc6c28398f4ab8d52d3f,test
dataset/sdnet2018/Decks/Non-cracked/7006-101.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,eae1849d10d2d6316fa100f0d250ba6791c4dcfcb981e4fe1563a8e765e9459b,test
dataset/sdnet2018/Decks/Non-cracked/7006-102.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,4ae2722c627626417572866daf45332838990590fb624cf94688392d16870eae,test
dataset/sdnet2018/Decks/Non-cracked/7006-103.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,2127f25f2172611812eeb1938c7cb2d73e771582e0fc1038bb949ec30e7cf878,test
dataset/sdnet2018/Decks/Non-cracked/7006-104.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,704d19db0a0200bec7c0b90baf57589a486d7e8e37883e580a07591c826e92c3,test
dataset/sdnet2018/Decks/Non-cracked/7006-105.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,2d92dd721845863a12b309ac1d6aeb8300e1221dab61b9d63361fb917d994a83,test
dataset/sdnet2018/Decks/Non-cracked/7006-106.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,2f86305b12f659b7e946c99c71641f0a5bd9931cd8b18fc520d662e67e0500a2,test
dataset/sdnet2018/Decks/Non-cracked/7006-107.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,dcb593572ac89a3e2ab3f9b308f25ec27121b06e1b11cf41761e2156313c8e84,test
dataset/sdnet2018/Decks/Non-cracked/7006-108.jpg,0,non_cracked,sdnet2018,Decks,Decks:7006,sdnet_component_0005,89c9fd8ccdd317113249d30b155ca5986eaa3d54f8e3a9714496312105d07aa0,test
